instance_name,time_seconds,objective_value,jain_fairness,num_vehicles,algorithm,instance_size
instance3_nreq100_nveh2_gamma93,0.018443,320.164753,0.973138,2,local_search,100
instance15_nreq100_nveh2_gamma89,0.018849,397.703947,0.983765,2,local_search,100
instance7_nreq100_nveh2_gamma85,0.018688,324.49031,0.938059,2,local_search,100
instance8_nreq100_nveh2_gamma86,0.018631,377.639187,0.94206,2,local_search,100
instance27_nreq100_nveh2_gamma90,0.018615,484.359172,0.977667,2,local_search,100
instance25_nreq100_nveh2_gamma93,0.019503,423.430963,0.968585,2,local_search,100
instance29_nreq100_nveh2_gamma92,0.019196,496.210033,0.99476,2,local_search,100
instance6_nreq100_nveh2_gamma89,0.018871,349.296962,0.923921,2,local_search,100
instance1_nreq100_nveh2_gamma89,0.018259,412.414976,0.971022,2,local_search,100
instance9_nreq100_nveh2_gamma91,0.136987,10044.865,0.5,2,simulated_annealing,100
instance26_nreq100_nveh2_gamma89,0.170162,10109.335,0.5,2,simulated_annealing,100
instance14_nreq100_nveh2_gamma94,0.141472,9919.865,0.5,2,simulated_annealing,100
instance4_nreq100_nveh2_gamma93,0.170414,9994.335,0.5,2,simulated_annealing,100
instance12_nreq100_nveh2_gamma91,0.14292,10297.055,0.5,2,simulated_annealing,100
instance22_nreq100_nveh2_gamma89,0.145015,10044.885,0.5,2,simulated_annealing,100
instance11_nreq100_nveh2_gamma88,0.123767,9377.225,0.5,2,simulated_annealing,100
instance18_nreq100_nveh2_gamma87,0.128545,9316.655,0.5,2,simulated_annealing,100
instance10_nreq100_nveh2_gamma98,0.1414,10307.135,0.5,2,simulated_annealing,100
instance28_nreq100_nveh2_gamma93,0.141839,9511.905,0.5,2,simulated_annealing,100
instance5_nreq100_nveh2_gamma88,0.128799,9522.19,0.5,2,simulated_annealing,100
instance30_nreq100_nveh2_gamma89,0.140555,9270.69,0.5,2,simulated_annealing,100
instance13_nreq100_nveh2_gamma89,0.131772,9757.03,0.5,2,simulated_annealing,100
instance24_nreq100_nveh2_gamma84,0.121637,8894.655,0.5,2,simulated_annealing,100
instance20_nreq100_nveh2_gamma86,0.125474,9018.135,0.5,2,simulated_annealing,100
instance2_nreq100_nveh2_gamma92,0.154454,9932.095,0.5,2,simulated_annealing,100
instance21_nreq100_nveh2_gamma88,0.128875,9695.525,0.5,2,simulated_annealing,100
instance23_nreq100_nveh2_gamma92,0.128753,9697.32,0.5,2,simulated_annealing,100
instance16_nreq100_nveh2_gamma90,0.129748,9945.655,0.5,2,simulated_annealing,100
instance17_nreq100_nveh2_gamma86,0.128604,9190.24,0.5,2,simulated_annealing,100
instance19_nreq100_nveh2_gamma86,0.130417,9331.43,0.5,2,simulated_annealing,100
instance3_nreq100_nveh2_gamma93,0.146397,9752.68,0.5,2,simulated_annealing,100
instance15_nreq100_nveh2_gamma89,0.124828,9185.68,0.5,2,simulated_annealing,100
instance7_nreq100_nveh2_gamma85,0.142067,8340.03,0.5,2,simulated_annealing,100
instance8_nreq100_nveh2_gamma86,0.131953,9449.775,0.5,2,simulated_annealing,100
instance27_nreq100_nveh2_gamma90,0.138189,9584.43,0.5,2,simulated_annealing,100
instance25_nreq100_nveh2_gamma93,0.139657,10144.775,0.5,2,simulated_annealing,100
instance29_nreq100_nveh2_gamma92,0.143302,9674.04,0.5,2,simulated_annealing,100
instance6_nreq100_nveh2_gamma89,0.126382,9382.24,0.5,2,simulated_annealing,100
instance1_nreq100_nveh2_gamma89,0.166673,10244.415,0.5,2,simulated_annealing,100
instance18_nreq200_nveh4_gamma187,0.011666,29183.228443,0.998151,4,deterministic,200
instance1_nreq200_nveh4_gamma177,0.011463,25728.613892,0.996546,4,deterministic,200
instance24_nreq200_nveh4_gamma180,0.011777,27283.105856,0.997,4,deterministic,200
instance16_nreq200_nveh4_gamma188,0.01152,26243.136775,0.996509,4,deterministic,200
instance20_nreq200_nveh4_gamma183,0.012098,27512.731321,0.996544,4,deterministic,200
instance22_nreq200_nveh4_gamma180,0.01127,26335.503639,0.998766,4,deterministic,200
instance11_nreq200_nveh4_gamma182,0.011867,27282.96954,0.996604,4,deterministic,200
instance25_nreq200_nveh4_gamma172,0.011662,24585.081996,0.999731,4,deterministic,200
instance26_nreq200_nveh4_gamma175,0.011573,25779.550564,0.993305,4,deterministic,200
instance23_nreq200_nveh4_gamma172,0.011568,25013.797687,0.997879,4,deterministic,200
instance12_nreq200_nveh4_gamma188,0.011923,26824.815488,0.998131,4,deterministic,200
instance19_nreq200_nveh4_gamma195,0.011988,28715.418923,0.99648,4,deterministic,200
instance8_nreq200_nveh4_gamma182,0.012257,27396.664395,0.995145,4,deterministic,200
instance2_nreq200_nveh4_gamma172,0.011958,26264.192372,0.992008,4,deterministic,200
instance17_nreq200_nveh4_gamma185,0.011442,26628.710045,0.998359,4,deterministic,200
instance9_nreq200_nveh4_gamma182,0.012178,26998.032314,0.993711,4,deterministic,200
instance6_nreq200_nveh4_gamma178,0.011499,26616.936111,0.997001,4,deterministic,200
instance15_nreq200_nveh4_gamma182,0.011692,26761.544279,0.99122,4,deterministic,200
instance21_nreq200_nveh4_gamma180,0.011474,27407.288847,0.995286,4,deterministic,200
instance27_nreq200_nveh4_gamma173,0.012092,26012.519084,0.998441,4,deterministic,200
instance14_nreq200_nveh4_gamma181,0.011686,25407.487618,0.995022,4,deterministic,200
instance4_nreq200_nveh4_gamma187,0.011907,28225.867223,0.996936,4,deterministic,200
instance13_nreq200_nveh4_gamma180,0.013626,27375.41704,0.997831,4,deterministic,200
instance3_nreq200_nveh4_gamma180,0.011583,27346.894952,0.994224,4,deterministic,200
instance5_nreq200_nveh4_gamma188,0.012076,27705.761769,0.996539,4,deterministic,200
instance29_nreq200_nveh4_gamma177,0.012857,26284.512398,0.998651,4,deterministic,200
instance30_nreq200_nveh4_gamma177,0.01137,25992.176384,0.998806,4,deterministic,200
instance28_nreq200_nveh4_gamma176,0.012083,25256.143005,0.996555,4,deterministic,200
instance10_nreq200_nveh4_gamma182,0.011765,27060.18333,0.999571,4,deterministic,200
instance7_nreq200_nveh4_gamma175,0.012101,26409.708905,0.997656,4,deterministic,200
instance18_nreq200_nveh4_gamma187,0.000404,28834.05718,0.998408,4,random,200
instance1_nreq200_nveh4_gamma177,0.000349,26139.071761,0.982715,4,random,200
instance24_nreq200_nveh4_gamma180,0.000387,27842.389132,0.998945,4,random,200
instance16_nreq200_nveh4_gamma188,0.00038,27414.421117,0.995636,4,random,200
instance20_nreq200_nveh4_gamma183,0.000504,27392.345709,0.970014,4,random,200
instance22_nreq200_nveh4_gamma180,0.0004,26826.900785,0.975737,4,random,200
instance11_nreq200_nveh4_gamma182,0.000426,27571.35615,0.99525,4,random,200
instance25_nreq200_nveh4_gamma172,0.000345,25912.000707,0.990157,4,random,200
instance26_nreq200_nveh4_gamma175,0.000408,25128.65115,0.982542,4,random,200
instance23_nreq200_nveh4_gamma172,0.000408,25500.980294,0.973461,4,random,200
instance12_nreq200_nveh4_gamma188,0.000398,26882.648017,0.96414,4,random,200
instance19_nreq200_nveh4_gamma195,0.000476,29066.145858,0.994677,4,random,200
instance8_nreq200_nveh4_gamma182,0.000433,27726.823576,0.988847,4,random,200
instance2_nreq200_nveh4_gamma172,0.000356,26122.001742,0.997492,4,random,200
instance17_nreq200_nveh4_gamma185,0.000417,27145.398026,0.989835,4,random,200
instance9_nreq200_nveh4_gamma182,0.00038,27171.182441,0.987057,4,random,200
instance6_nreq200_nveh4_gamma178,0.000377,26872.240385,0.99923,4,random,200
instance15_nreq200_nveh4_gamma182,0.00037,27572.828044,0.984875,4,random,200
instance21_nreq200_nveh4_gamma180,0.000361,27750.759157,0.982591,4,random,200
instance27_nreq200_nveh4_gamma173,0.000347,25933.97893,0.970033,4,random,200
instance14_nreq200_nveh4_gamma181,0.000361,26031.695584,0.977593,4,random,200
instance4_nreq200_nveh4_gamma187,0.000417,29233.857823,0.99697,4,random,200
instance13_nreq200_nveh4_gamma180,0.00039,27124.97784,0.989712,4,random,200
instance3_nreq200_nveh4_gamma180,0.000388,27217.197896,0.984157,4,random,200
instance5_nreq200_nveh4_gamma188,0.000394,27506.42263,0.988993,4,random,200
instance29_nreq200_nveh4_gamma177,0.000382,27252.049042,0.989338,4,random,200
instance30_nreq200_nveh4_gamma177,0.000359,26195.145853,0.978701,4,random,200
instance28_nreq200_nveh4_gamma176,0.000371,25728.515902,0.998445,4,random,200
instance10_nreq200_nveh4_gamma182,0.000365,26368.132714,0.992676,4,random,200
instance7_nreq200_nveh4_gamma175,0.00036,26122.686369,0.977892,4,random,200
instance18_nreq200_nveh4_gamma187,0.081443,1076.346311,0.972379,4,local_search,200
instance1_nreq200_nveh4_gamma177,0.074639,1081.019631,0.932364,4,local_search,200
instance24_nreq200_nveh4_gamma180,0.073115,1136.05519,0.951027,4,local_search,200
instance16_nreq200_nveh4_gamma188,0.088561,1233.299544,0.986796,4,local_search,200
instance20_nreq200_nveh4_gamma183,0.084288,987.192662,0.956561,4,local_search,200
instance22_nreq200_nveh4_gamma180,0.078874,1142.757254,0.988342,4,local_search,200
instance11_nreq200_nveh4_gamma182,0.077499,1096.947803,0.947642,4,local_search,200
instance25_nreq200_nveh4_gamma172,0.081616,1136.067388,0.930895,4,local_search,200
instance26_nreq200_nveh4_gamma175,0.081257,991.848252,0.895409,4,local_search,200
instance23_nreq200_nveh4_gamma172,0.081913,1342.611273,0.958487,4,local_search,200
instance12_nreq200_nveh4_gamma188,0.084235,1261.548174,0.962077,4,local_search,200
instance19_nreq200_nveh4_gamma195,0.077704,1267.613835,0.983594,4,local_search,200
instance8_nreq200_nveh4_gamma182,0.078248,1220.464739,0.914057,4,local_search,200
instance2_nreq200_nveh4_gamma172,0.087543,1458.464741,0.946263,4,local_search,200
instance17_nreq200_nveh4_gamma185,0.08099,1360.311021,0.973858,4,local_search,200
instance9_nreq200_nveh4_gamma182,0.091996,1315.461071,0.986195,4,local_search,200
instance6_nreq200_nveh4_gamma178,0.082513,1053.28699,0.970246,4,local_search,200
instance15_nreq200_nveh4_gamma182,0.076168,1292.192856,0.953257,4,local_search,200
instance21_nreq200_nveh4_gamma180,0.081308,1268.023208,0.981626,4,local_search,200
instance27_nreq200_nveh4_gamma173,0.075725,1271.113164,0.975636,4,local_search,200
instance14_nreq200_nveh4_gamma181,0.076106,1000.215213,0.965814,4,local_search,200
instance4_nreq200_nveh4_gamma187,0.075799,1180.42358,0.920784,4,local_search,200
instance13_nreq200_nveh4_gamma180,0.08312,1242.099574,0.937063,4,local_search,200
instance3_nreq200_nveh4_gamma180,0.075306,1169.85311,0.954727,4,local_search,200
instance5_nreq200_nveh4_gamma188,0.075315,1035.837008,0.982567,4,local_search,200
instance29_nreq200_nveh4_gamma177,0.07301,1059.116579,0.986527,4,local_search,200
instance30_nreq200_nveh4_gamma177,0.081656,1246.236899,0.978085,4,local_search,200
instance28_nreq200_nveh4_gamma176,0.078117,1260.870546,0.988334,4,local_search,200
instance10_nreq200_nveh4_gamma182,0.078603,1253.228816,0.952708,4,local_search,200
instance7_nreq200_nveh4_gamma175,0.07294,1070.580585,0.945177,4,local_search,200
instance21_nreq500_nveh10_gamma427,0.075272,97769.054371,0.994173,10,deterministic,500
instance20_nreq500_nveh10_gamma470,0.074653,110654.690548,0.997194,10,deterministic,500
instance24_nreq500_nveh10_gamma458,0.073006,105884.408525,0.994691,10,deterministic,500
instance13_nreq500_nveh10_gamma428,0.074014,97198.868307,0.993609,10,deterministic,500
instance10_nreq500_nveh10_gamma428,0.072696,98117.133486,0.993978,10,deterministic,500
instance30_nreq500_nveh10_gamma471,0.072973,110165.809993,0.997846,10,deterministic,500
instance7_nreq500_nveh10_gamma446,0.07373,106267.290569,0.997279,10,deterministic,500
instance12_nreq500_nveh10_gamma458,0.076682,107001.639896,0.996342,10,deterministic,500
instance14_nreq500_nveh10_gamma465,0.073054,107482.841113,0.996907,10,deterministic,500
instance9_nreq500_nveh10_gamma438,0.074165,103329.335935,0.996403,10,deterministic,500
instance6_nreq500_nveh10_gamma436,0.073752,103226.683788,0.997428,10,deterministic,500
instance16_nreq500_nveh10_gamma443,0.074494,103861.929516,0.99709,10,deterministic,500
instance22_nreq500_nveh10_gamma440,0.091012,100882.530141,0.997314,10,deterministic,500
instance23_nreq500_nveh10_gamma442,0.074627,100464.81839,0.991716,10,deterministic,500
instance26_nreq500_nveh10_gamma469,0.090836,109873.776334,0.99667,10,deterministic,500
instance28_nreq500_nveh10_gamma477,0.076653,110272.411016,0.997732,10,deterministic,500
instance19_nreq500_nveh10_gamma441,0.07685,100088.456657,0.997502,10,deterministic,500
instance1_nreq500_nveh10_gamma432,0.086528,101089.670206,0.997266,10,deterministic,500
instance3_nreq500_nveh10_gamma461,0.088164,104591.461373,0.998424,10,deterministic,500
instance29_nreq500_nveh10_gamma446,0.095943,102743.391673,0.997897,10,deterministic,500
instance17_nreq500_nveh10_gamma452,0.09159,106740.371797,0.997428,10,deterministic,500
instance18_nreq500_nveh10_gamma448,0.074002,105627.279502,0.996556,10,deterministic,500
instance11_nreq500_nveh10_gamma431,0.090024,98445.437968,0.9991,10,deterministic,500
instance2_nreq500_nveh10_gamma463,0.082472,108267.786889,0.998199,10,deterministic,500
instance15_nreq500_nveh10_gamma443,0.075146,103135.565818,0.997706,10,deterministic,500
instance5_nreq500_nveh10_gamma471,0.07576,109971.328155,0.996337,10,deterministic,500
instance8_nreq500_nveh10_gamma454,0.075096,105872.464866,0.996897,10,deterministic,500
instance25_nreq500_nveh10_gamma424,0.076051,96015.969692,0.998958,10,deterministic,500
instance27_nreq500_nveh10_gamma452,0.078029,105451.564482,0.996505,10,deterministic,500
instance4_nreq500_nveh10_gamma447,0.077538,102995.425882,0.991957,10,deterministic,500
instance21_nreq500_nveh10_gamma427,0.001515,99817.040776,0.97942,10,random,500
instance20_nreq500_nveh10_gamma470,0.00188,110103.99639,0.97633,10,random,500
instance24_nreq500_nveh10_gamma458,0.001804,106297.821728,0.973567,10,random,500
instance13_nreq500_nveh10_gamma428,0.001492,99200.592662,0.980835,10,random,500
instance10_nreq500_nveh10_gamma428,0.001535,98797.749626,0.978756,10,random,500
instance30_nreq500_nveh10_gamma471,0.001871,112349.601423,0.97761,10,random,500
instance7_nreq500_nveh10_gamma446,0.001621,108174.215635,0.987229,10,random,500
instance12_nreq500_nveh10_gamma458,0.00257,108012.458594,0.985896,10,random,500
instance14_nreq500_nveh10_gamma465,0.001734,109703.146136,0.97733,10,random,500
instance9_nreq500_nveh10_gamma438,0.001764,105097.508881,0.987788,10,random,500
instance6_nreq500_nveh10_gamma436,0.001928,103910.49266,0.971174,10,random,500
instance16_nreq500_nveh10_gamma443,0.002155,104792.57616,0.988444,10,random,500
instance22_nreq500_nveh10_gamma440,0.00173,102379.030313,0.946619,10,random,500
instance23_nreq500_nveh10_gamma442,0.00174,102953.126137,0.970082,10,random,500
instance26_nreq500_nveh10_gamma469,0.001676,109488.596548,0.975764,10,random,500
instance28_nreq500_nveh10_gamma477,0.001662,111419.328581,0.959214,10,random,500
instance19_nreq500_nveh10_gamma441,0.001562,101899.97777,0.975749,10,random,500
instance1_nreq500_nveh10_gamma432,0.001539,99941.77727,0.983712,10,random,500
instance3_nreq500_nveh10_gamma461,0.00169,105896.729709,0.98929,10,random,500
instance29_nreq500_nveh10_gamma446,0.00177,104993.784453,0.975686,10,random,500
instance17_nreq500_nveh10_gamma452,0.001759,106549.390174,0.980663,10,random,500
instance18_nreq500_nveh10_gamma448,0.001646,106942.704802,0.988785,10,random,500
instance11_nreq500_nveh10_gamma431,0.001902,101469.758804,0.973224,10,random,500
instance2_nreq500_nveh10_gamma463,0.001681,109807.048803,0.985708,10,random,500
instance15_nreq500_nveh10_gamma443,0.001574,103264.078582,0.971825,10,random,500
instance5_nreq500_nveh10_gamma471,0.001626,110959.225219,0.98289,10,random,500
instance8_nreq500_nveh10_gamma454,0.001848,106929.538707,0.976706,10,random,500
instance25_nreq500_nveh10_gamma424,0.001459,97614.639204,0.98696,10,random,500
instance27_nreq500_nveh10_gamma452,0.001655,105932.780869,0.968101,10,random,500
instance4_nreq500_nveh10_gamma447,0.001566,104567.102921,0.975969,10,random,500
instance21_nreq500_nveh10_gamma427,0.419935,4349.829122,0.961081,10,local_search,500
instance20_nreq500_nveh10_gamma470,0.425309,4870.014708,0.963498,10,local_search,500
instance24_nreq500_nveh10_gamma458,0.421831,4487.847057,0.960802,10,local_search,500
instance13_nreq500_nveh10_gamma428,0.391299,3783.847712,0.96562,10,local_search,500
instance10_nreq500_nveh10_gamma428,0.393288,4253.613098,0.971706,10,local_search,500
instance30_nreq500_nveh10_gamma471,0.399351,4248.071231,0.982433,10,local_search,500
instance7_nreq500_nveh10_gamma446,0.389128,4925.509416,0.949794,10,local_search,500
instance12_nreq500_nveh10_gamma458,0.390101,4042.192691,0.977885,10,local_search,500
instance14_nreq500_nveh10_gamma465,0.38363,4358.663715,0.974383,10,local_search,500
instance9_nreq500_nveh10_gamma438,0.386984,4662.236077,0.977723,10,local_search,500
instance6_nreq500_nveh10_gamma436,0.403479,4493.908939,0.951176,10,local_search,500
instance16_nreq500_nveh10_gamma443,0.435425,4795.386944,0.979111,10,local_search,500
instance22_nreq500_nveh10_gamma440,0.398768,3563.167944,0.928749,10,local_search,500
instance23_nreq500_nveh10_gamma442,0.413663,4174.937852,0.947661,10,local_search,500
instance26_nreq500_nveh10_gamma469,0.388857,4359.657942,0.974453,10,local_search,500
instance28_nreq500_nveh10_gamma477,0.425928,3942.025431,0.892292,10,local_search,500
instance19_nreq500_nveh10_gamma441,0.403215,3993.266066,0.952272,10,local_search,500
instance1_nreq500_nveh10_gamma432,0.393117,4046.99974,0.968656,10,local_search,500
instance3_nreq500_nveh10_gamma461,0.41082,3704.37217,0.956229,10,local_search,500
instance29_nreq500_nveh10_gamma446,0.416433,3856.231764,0.94914,10,local_search,500
instance17_nreq500_nveh10_gamma452,0.511406,4480.106739,0.90276,10,local_search,500
instance18_nreq500_nveh10_gamma448,0.489539,4266.659547,0.94386,10,local_search,500
instance11_nreq500_nveh10_gamma431,0.459934,3717.747832,0.990138,10,local_search,500
instance2_nreq500_nveh10_gamma463,0.485652,4215.894236,0.966755,10,local_search,500
instance15_nreq500_nveh10_gamma443,0.501822,4650.157952,0.992384,10,local_search,500
instance5_nreq500_nveh10_gamma471,0.500943,4347.145684,0.966433,10,local_search,500
instance8_nreq500_nveh10_gamma454,0.462123,3120.060657,0.95534,10,local_search,500
instance25_nreq500_nveh10_gamma424,0.526612,4702.026336,0.950237,10,local_search,500
instance27_nreq500_nveh10_gamma452,0.498002,4521.462021,0.943802,10,local_search,500
instance4_nreq500_nveh10_gamma447,0.493336,4106.82344,0.97724,10,local_search,500
